cod_articulo|cod_uni_med|cod_marca|des_articulo|des_uni_med|num_precio|des_tipo|des_modelo|fla_estado|cod_articulo_aux|fla_reg_lote|cod_catalogo
00279|010|000|POLVO O INYECTABLE||2.98510|A||A|024010840|N|01
00280|002|000|IVERMECTINA 1% X 50ML||4.47760|A||A|024010850|N|01
00281|002|000|CALCIO COLOIDAL SOLUCION X 100ML||5.37310|A||A|024010860|N|01
00282|002|000|ACETRAMIPRID (RESCATE) X 100GR||22.98510|A||A|024010870|N|01
00283|002|000|CLORURO DE SODIO X 50 KG||5.97010|A||A|024010880|N|01
00284|002|000|BIOCALAN FORTE FRASCO X 20ML||4.47760|A||A|024010890|N|01
00285|002|000|ASUNTOL (COUMAPHOS) JABON X 100GR||2.08960|A||A|024010900|N|01
00286|002|000|VALEGAN PLUS 1%  EMULSION X 10ML||1.88060|A||A|024010910|N|01
00287|002|000|ENROFLOXACINA 50MG TABLETA||2.98510|A||A|024010920|N|01
00288|002|000|ENROFLOXACINA AL 10% SOLUCION X 100ML||8.65670|A||A|024010930|N|01
00289|002|000|ENROFLOXACINA AL 10% SOLUCION X 50ML||5.97010|A||A|024010940|N|01
00290|002|000|ENROFLOXACINA AL 10% SOLUCION X 100ML|UND|10.44780|A||D|024010950|N|01
00291|002|000|NITROXINIL X 100ML||29.85070|A||A|024010960|N|01
00292|002|000|BLOATENZ FRASCO X 100ML||1.79100|A||A|024010970|N|01
00293|002|000|OXITETRACICLINA + KETOPROFENO SOLUCION X 50ML||5.97010|A||A|024010980|N|01
00294|002|000|OXITETRACICLINA X 100ML||13.43280|A||A|024010990|N|01
00295|002|000|PECUTRIN BOLSA X KG||3.58210|A||A|024011000|N|01
00296|002|000|POLIETER POLIMETIL CILOXANE X 200ML||10.44780|A||A|024011010|N|01
00297|002|000|PRAZICUANTEL AL 10% SUSPENSION X 1000ML||25.37310|A||A|024011020|N|01
00298|002|000|VITAMINA B12 SOLUCION X 100ML||5.97010|A||A|024011030|N|01
00299|002|000|VMD AMINOVIT SOBRE X 100GR||2.83580|A||A|024011040|N|01
00300|002|000|AGUJA HIPODERMICA Nº18G CAJA X 12 UNIDAD|UND|2.97330|A||D|024020010|N|01
00301|002|000|ESTUCHE DE CIRUGIA PARA ANIMALES MAYORES X 9 PZAS||24.35820|A||A|024020040|N|01
00302|002|000|JERINGA METALICA X 10CC||35.01990|A||A|024020050|N|01
00303|002|000|JERINGA METALICA X 20CC||36.08110|A||A|024020060|N|01
00304|002|000|JERINGA PLASTICA FLEXIBLE C/GRAD. X 20 CC||9.08820|A||A|024020070|N|01
00305|002|000|JERINGA PLASTICA FLEXIBLE C/GRAD. X 50 CC||9.86190|A||A|024020080|N|01
00306|002|000|TERMOMETRO CON CANASTILLA - 150 A 130 ºC||43.95310|A||A|024020100|N|01
00307|002|000|TERMOMETRO VETERINARIO HASTA 45ºC||9.39750|A||A|024020110|N|01
00308|002|000|TROCAR WIMCO||7.73770|A||A|024020140|N|01
00309|002|000|MOCHETA DE ACERO CROMADO.||6.57660|A||A|024020160|N|01
00310|002|000|AGUJA METALICA LUER-LOCK Nº16 X 1"||.40040|A||A|024020170|N|01
00311|002|000|AGUJA METALICA LUER-LOCK Nº18 X 1/2"||.46980|A||A|024020180|N|01
00312|002|000|AGUJA METALICA LUER-LOCK Nº20 X 1"||.40040|A||A|024020190|N|01
00313|002|000|CANULA METALICA PARA OVINOS||2.97420|A||A|024020200|N|01
00314|002|000|CANULA METALICA PARA VACUNOS||2.13150|A||A|024020210|N|01
00315|002|000|TENAZA DESCOLMILLADORA PARA CERDOS||30.00000|A||A|024020230|N|01
00316|002|000|AGUJA DESCARTABLE Nº21G X 1½"||.50000|A||A|024020260|S|01
00317|002|000|JERINGA UNIVERSAL WALMUR X 20ML.||15.98070|A||A|024020270|N|01
00318|002|000|AGUJA METALICA LUER-LOCK Nº18 X 1½"|UND|.28700|A||A|024020300|N|01
00319|002|000|AGUJA METALICA LUER-LOCK Nº16 X 1½"||.44780|A||A|024020310|N|01
00320|002|000|CASTRADOR PARA PORCINOS||31.34330|A||A|024020320|N|01
00321|002|000|TONER P/ FOTOCOP. CANON NP 3020                                                                     ||16.49340|A||A|031010010|N|01
00322|002|000|TONER P/ FOTOCOP. CANON IR1600                                                                      ||32.77260|A||A|031010020|N|01
00323|002|000|TONER P/ FOTOCOP. CANON NP 7161                                                                     ||30.95700|A||A|031010030|N|01
00324|002|000|TONER P/ FOTOCOP. CANON NP 7210                                                                     ||30.95700|A||A|031010040|N|01
00325|002|000|TONER P/ FOTOCOP. COPYSTAR CS-1435 - DC 1415/1435 MITA                                              ||19.10170|A||A|031010050|N|01
00326|002|000|TONER P/ FOTOCOP. DE MEDIO TRAFICO - CANON                                                          ||48.39110|A||A|031010060|N|01
00327|002|000|TONER P/ FOTOCOP. MINOLTA EP 1054                                                                ||28.66200|A||A|031010070|N|01
00328|002|000|TONER P/ FOTOCOP. MINOLTA EP 1050                                                               ||24.19550|A||A|031010080|N|01
00329|002|000|TONER P/ FOTOCOP. MINOLTA EP1052||38.20350|A||A|031010090|N|01
00330|002|000|TONER P/ FOTOCOP. GESTENER 2613||33.81300|A||A|031010100|N|01
00331|002|000|TONER P/ FOTOCOP. MITA 1860||17.64600|A||A|031010110|N|01
00332|002|000|TONER P/ FOTOCOP. MITA DC1555||12.54600|A||A|031010120|N|01
00333|002|000|TONER P/ FOTOCOP. MITA DC1560||17.64600|A||A|031010130|N|01
00334|002|000|TONER P/ FOTOCOP. MITA KM 2030||44.03340|A||A|031010140|N|01
00335|002|000|TONER P/ FOTOCOP. RICOH FT 4118/3613/3813/4015/4615                                                 ||22.84800|A||A|031010150|N|01
00336|002|000|TONER P/ FOTOCOP. TOSHIBA 1370||32.13000|A||A|031010160|N|01
00337|002|000|TONER P/ FOTOCOP. MINOLTA EP 1031||9.38400|A||A|031010170|N|01
00338|002|000|TONER P/ FOTOCOP. MINOLTA EP 4050||73.86010|A||A|031010180|N|01
00339|002|000|TONER P/ FOTOCOP. TOSHIBA 1550||35.65660|A||A|031010190|N|01
00340|002|000|KIT TAMBOR P/ FOTOCOP. CANON IR 1600||113.33700|A||A|031010200|N|01
00341|002|000|REVELADOR P/ FOTOCOP. MITAC DC1555||24.93840|A||A|031010210|N|01
00342|002|000|TONER P/ FOTOCOP. CANON NP 7160-7161||36.49490|A||A|031010220|N|01
00343|002|000|TONER P/FOTOCOP. TOSHIBA 1340,1350,1370                                                             ||16.44870|A||A|031010230|N|01
00344|002|000|TONER P/ FOTOCOP. MITA DC 2556-3055||21.33030|A||A|031010250|N|01
00345|002|000|TONER P/ FOTOCOP. MITA 1605-2155||17.54180|A||A|031010260|N|01
00346|002|000|TONER P/ FOTOCOP. MINOLTA EP 1031||40.75040|A||A|031010270|N|01
00347|002|000|TAMBOR P/ FOTOCOP. CANON GPR-8 IR1600||88.79100|A||A|031010280|N|01
00348|002|000|TAMBOR P/ FOTOCOP. CANON OPC NPG-15 NP7161||185.38500|A||A|031010290|N|01
00349|002|000|TAMBOR P/ FOTOCOP. MINOLTA 1054||179.52000|A||A|031010300|N|01
00350|002|000|TONER P/ FOTOCOP. RICOH TYPE 320/315||30.46730|A||A|031010310|N|01
00351|002|000|TONER P/FOTOCOP. RICOH FT 3713||30.00000|A||A|031010320|N|01
00352|002|000|KIT DE MANTENIMIENTO PARA IMPRESORA HP 4100N, HP C8058A||365.00000|A||A|031020020|N|01
00353|002|000|KIT DE MANTENIMIENTO PARA IMPRESORA LASER HP 1200N||160.58880|A||A|031020030|N|01
00354|002|000|KIT FUSOR DE IMPRESORA HP 4550, HP C4198A||285.60000|A||A|031020040|N|01
00355|002|000|KIT TRANSFERIR DE IMPRESORA HP 4550, HP C4196A||244.80000|A||A|031020050|N|01
00356|002|000|RIBON PARA IMPRESORA TERMICA 4.3" X 450 MTS||13.35180|A||A|031020060|N|01
00357|002|000|TAMBOR DE IMPRESORA HP 4550, HP C4195A||95.88000|A||A|031020070|N|01
00358|002|000|TINTA DE IMPRESORA EPSON S020187||31.83620|A||A|031020080|N|01
00359|002|000|TINTA DE IMPRESORA EPSON S020191||36.93000|A||A|031020090|N|01
00360|002|000|TINTA DE IMPRESORA HP 51629||46.97760|A||A|031020100|N|01
00361|002|000|TINTA DE IMPRESORA HP 51641||33.66000|A||A|031020110|N|01
00362|002|000|TINTA DE IMPRESORA HP 51645||30.60000|A||A|031020120|N|01
00363|002|000|TINTA DE IMPRESORA HP 51649||48.03450|A||A|031020130|N|01
00364|002|000|TINTA DE IMPRESORA HP C1823||37.89300|A||A|031020140|N|01
00365|002|000|TINTA DE IMPRESORA HP C3903A||121.35970|A||A|031020150|N|01
00366|002|000|TINTA DE IMPRESORA, HP C6578||35.70000|A||A|031020160|N|01
00367|002|000|TINTA DE IMPRESORA, HP C6614||44.09960|A||A|031020170|N|01
00368|002|000|TINTA DE IMPRESORA, HP C6615||30.60000|A||A|031020180|N|01
00369|002|000|TINTA DE IMPRESORA, HP C6625||33.66000|A||A|031020190|N|01
00370|002|000|TINTA DE IMPRESORA, HP C6657||53.03920|A||A|031020200|N|01
00371|002|000|TINTA DE IMPRESORA, HP C6656||39.40050|A||A|031020210|N|01
00372|002|000|TINTA DE IMPRESORA, LEXMARK 13400HC||51.82940|A||A|031020220|N|01
00373|002|000|TINTA DE IMPRESORA, LEXMARK 13619HC||58.19660|A||A|031020230|N|01
00374|002|000|TONER DE IMPRESORA HP 4550, HP C4191A, COLOR NEGRO||134.87100|A||A|031020240|N|01
00375|002|000|TONER DE IMPRESORA HP 4550, HP C4192A, COLOR CYAN||197.00270|A||A|031020250|N|01
00376|002|000|TONER DE IMPRESORA HP 4550, HP C4194A, COLOR YELLOW||197.00270|A||A|031020260|N|01
00377|002|000|TONER DE IMPRESORA HP 4550. HP C4193A, COLOR  MAGENTA||197.00270|A||A|031020270|N|01
00378|002|000|TONER DE IMPRESORA HP C3906A||67.32000|A||A|031020280|N|01
00379|002|000|TONER DE IMPRESORA HP C4127X||135.66000|A||A|031020290|N|01
00380|002|000|TONER DE IMPRESORA, HP C7115A||69.36000|A||A|031020300|N|01
00381|002|000|TONER DE IMPRESORA, HP C8061X||136.68000|A||A|031020310|N|01
00382|002|000|TONER DE IMPRESORA, HP Q1338A||171.36000|A||A|031020320|N|01
00383|002|000|KIT DE MANTENIMIENTO PARA IMPRESORA LASER HP 4200||356.85720|A||A|031020370|N|01
00384|002|000|RIBON DE CERA RESINA PARA IMPRESORA ZEBRA TL2844 DE  4.3" X 450 MTS ||14.00790|A||A|031020380|N|01
00385|002|000|TINTA DE PLOTER HP C5016A||42.59520|A||A|031020390|N|01
00386|002|000|TINTA DE PLOTER HP C4837A||36.99540|A||A|031020400|N|01
00387|002|000|TINTA DE PLOTER HP C4913A||42.49320|A||A|031020410|N|01
00388|002|000|TINTA DE PLOTER HP C5018A||42.59520|A||A|031020420|N|01
00389|002|000|TINTA DE PLOTER HP C4836A||36.99540|A||A|031020430|N|01
00390|002|000|TINTA DE PLOTER HP C5017A||42.59520|A||A|031020440|N|01
00391|002|000|TINTA DE PLOTER HP C5137A||38.76000|A||A|031020450|N|01
00392|002|000|TARJETAS EN PVC PARA FOTOCHECK                                                                      ||.12730|A||A|031020480|N|01
00393|002|000|CINTA COLOR PARA IMPRESORA DE TARJETAS DE IDENTIFICACION                                            ||76.40700|A||A|031020490|N|01
00394|002|000|CINTA HOLOGRAMA TRIDIMENSIONAL                                                                      ||101.87600|A||A|031020500|N|01
00395|002|000|TINTA DE IMPRESORA HP C8728A                                                                        ||24.61590|A||A|031020510|N|01
00396|002|000|TINTA DE IMPRESORA HP C6678DN||39.00000|A||A|031020520|N|01
00397|002|000|TINTA DE IMPRESORA HP C8727A                                                                        ||21.07160|A||A|031020530|N|01
00398|002|000|TONER PARA IMPRESORA HP 1300N-Q2613X                                                                ||102.21420|A||A|031020540|N|01
00399|002|000|TONER DE IMPRESORA HP 1320N-U5949A                                                                  ||140.07950|A||A|031020550|N|01
00400|002|000|TONER DE IMPRESORA HP 1300N Q2613X                                                                ||152.81400|A||A|031020560|N|01
00401|002|000|KIT DE MANTENIMIENTO PARA IMPRESORA HP 4200                                                         ||466.08260|A||A|031020570|N|01
00402|002|000|KIT FUSOR PARA IMPRESORA HP 4500 C4198A||305.09730|A||A|031020580|N|01
00403|002|000|KIT DE MANTENIMIENTO PARA IMPRESORA HP 4050||270.19190|A||A|031020600|N|01
00404|002|000|TONER DE IMPRESORA HP 4250, Q5942A||180.85620|A||A|031020610|N|01
00405|002|000|TINTA DE IMPRESORA HP C8767W||37.03620|A||A|031020620|N|01
00406|002|000|TINTA DE IMPRESORA HP C9363W||40.91220|A||A|031020630|N|01
00407|002|000|KIT DE MANTENIMIENTO PARA IMPRESORA HP 4250||296.40000|A||A|031020640|N|01
00408|002|000|KIT DE MANTENIMIENTO PARA IMPRESORA HP1320||296.40000|A||A|031020650|N|01
00409|002|000|CARTUCHO DE TAPE 20/40GB /4MM ANCHO DE CINTA||12.83160|A||A|031030010|N|01
00410|002|000|CARTUCHO TAPE ULTRIUM||85.00000|A||A|031030020|N|01
00411|002|000|CD-RW   UND||1.25150|A||A|031040010|N|01
00412|002|000|CONECTOR RJ45 CAT-5 (CAJA X 100 UNIDADES)||24.15360|A||A|031040020|N|01
00413|002|000|DISKETTES  1.44 UND||.21420|A||A|031040030|N|01
00414|002|000|FIREWALL FISICO 25 USUARIOS + VPN||438.79380|A||A|031040050|N|01
00415|002|000|FIREWALL FISICO + 25 USUARIOS + VPN + DMZ||5288.76350|A||A|031040060|N|01
00416|002|000|GRABADOR DE CD EXTERNO||268.22670|A||A|031040070|N|01
00417|002|000|GRABADOR DE DVD EXTERNO||247.61520|A||A|031040080|N|01
00418|002|000|JACK RJ 45||2.91720|A||A|031040090|N|01
00419|002|000|MOUSE PS/2||5.46720|A||A|031040100|N|01
00420|002|000|MOUSE USB / PS/2 SCROLL||16.39140|A||A|031040110|N|01
00421|002|000|ORDENADOR HORIZONTALES PARA RACKS||21.64860|A||A|031040120|N|01
00422|002|000|PAD PARA MOUSE||.76500|A||A|031040130|N|01
00423|002|000|PORTA CDS (PARA 150 CD HORIZONTALES / 50 X LADO)||53.03920|A||A|031040140|N|01
00424|002|000|ROSETA DOBLE CAT 5||6.23990|A||A|031040150|N|01
00425|002|000|TECLADO PS/2 BTC|UND|5.22240|A||A|031040160|N|01
00426|002|000|TECLADO USB BTC||15.28140|A||A|031040170|N|01
00427|002|000|CD-R  DE 700MB CON ESTUCHE INDIVIDUAL||.61750|A||A|031040180|N|01
00428|002|000|SUPRESOR DE PICOS||3.64140|A||A|031040190|N|01
00429|002|000|LECTOR DE DVD INTERNO||37.14230|A||A|031040200|N|01
00430|002|000|DVD-R CON ESTUCHE INDIVIDUAL||1.18950|A||A|031040210|N|01
00431|002|000|DVD-RW 4.7GB CON ESTUCHE INDIVIDUAL||3.46800|A||A|031040240|N|01
00432|002|000|DVD+RW 4.7GB CON ESTUCHE INDIVIDUAL||1.59180|A||A|031040250|N|01
00433|002|000|LECTORA DE CD-ROM - 52X||18.44980|A||A|031040260|N|01
00434|002|000|TECLADO PARA PORTATIL||222.85370|A||A|031040270|N|01
00435|002|000|PRINT SERVER HP JETDIRECT PARALELO                                                                  ||183.28380|A||A|031040280|N|01
00436|002|000|PRINT SERVER HP JETDIRECT USB                                                                       ||214.84260|A||A|031040290|N|01
00437|002|000|DISKETERA EXTERNA CON CONEXION USB||38.35200|A||A|031040300|N|01
00438|002|000|FILTRO DE PANTALLA DE 15"||6.24000|A||A|031040310|N|01
00439|002|000|FIREWALL ANTIVIRUS FORTIGATE 200                                                                    ||3552.79260|A||A|031040320|N|01
00440|002|000|FIREWALL ANTIVIRUS FORTIGATE 50A                                                                    ||742.56000|A||A|031040330|N|01
00441|002|000|LECTORA DE CODIGOS DE BARRA                                                                 ||212.41500|A||A|031040340|N|01
00442|002|000|TAPE DRIVE ULTRIUM EXTERNO IBM||6247.27560|A||A|031040360|N|01
00443|002|000|TEFLON PARA IMPRESORA HP 1200||50.00000|A||A|031040370|N|01
00444|002|000|TEFLON PARA IMPRESORA HP 4100||60.00000|A||A|031040380|N|01
00445|002|000|TEFLON PARA IMPRESORA HP 4200||60.00000|A||A|031040390|N|01
00446|002|000|CABLE VGA RIGIDO PARA PROYECTOR MULTIMEDIA||20.80000|A||A|031040400|N|01
00447|002|000|CONECTOR BNC COAXIAL A PRESION||3.00000|A||A|031040410|N|01
00448|002|000|DVD + R CON ESTUCHE INDIVIDUAL||3.85000|A||A|031040420|N|01
00449|002|000|FILTRO  DE  PANTALLA DE 17"||8.00000|A||A|031040430|N|01
00450|007|000|FRANELA BLANCA SIN PELUSA||1.23210|A||A|031050010|N|01
00451|002|000|KIT DE LIMPIEZA EXTERNA, DE EQUIPO INFORMATICO||3.06000|A||A|031050020|N|01
00452|002|000|LIMPIADOR DE CD ||7.84130|A||A|031050030|N|01
00453|002|000|LIMPIADOR DE LECTOR DE DISKETTES||3.37620|A||A|031050040|N|01
00454|002|000|LIMPIADOR DE LECTORA DE CD||3.33540|A||A|031050050|N|01
00455|002|000|CERA PARA TEFLON ||50.00000|A||A|031050060|N|01
00456|002|000|SILICONA EN SPRAY PARA PROTECCION DE EQUIPO INFORMATICO||4.50000|A||A|031050070|N|01
00457|002|000|PASTA PARA MICROPROCESADOR||2.00000|A||A|031050080|N|01
00458|002|000|LUPA PARA CONTACTO FOTOGRAFICO||7.50000|A||A|031170150|N|01
00459|002|000|CASSETTE DE AUDIO X 60 MINUTOS||.65710|A||A|032010010|N|01
00460|002|000|CINTA DE VIDEO VHS EN BLANCO X 120 MINUTOS||4.74360|A||A|032010020|N|01
00461|002|000|ROLLO DE PELICULA FOTOGRAFICA 100 X 36 EXPOSICIONES||5.00000|A||A|032010030|S|01
00462|002|000|ROLLO DE PELICULA FOTOGRAFICA BLANCO/NEGRO X 36 EXPOSICIONES||2.08000|A||A|032010040|N|01
00463|002|000|AUDIFONOS GRANDES PARA LA AUDICION||31.83620|A||A|032020010|N|01
00464|002|000|MICROFONO PARA AMPLIFICADOR||52.90980|A||A|032020020|N|01
00465|002|000|PLUFS MONO PARA AMPLIFICADOR||2.65300|A||A|032020040|N|01
00466|002|000|REBOBINADOR DE CINTA DE VIDEO||6.33540|A||A|032020060|N|01
00467|002|000|ECRAN CON TRIPODE DE 70" X 70"||229.22090|A||A|032020070|N|01
00468|007|000|MANGUERA REFORZADA DE PRESION Ø1/2" PARA PINTAR                                                     ||12.73450|A||A|032020080|N|01
00469|002|000|MEZCLADORA DE SONIDO KORB                                                                           ||764.06980|A||A|032020090|N|01
00470|002|000|CABLE CANON CANON||15.30000|A||A|032020100|N|01
00471|002|000|MICRO SHURE C606||18.36000|A||A|032020110|N|01
00472|007|000|CABLE POLARIZAO MELLIZO VULCANIZAO PARA PARLANTE||.20400|A||A|032020120|N|01
00473|002|000|CABLE PLUG PLUG||15.30000|A||A|032020200|N|01
00474|002|000|CONSOLA DE 400W PARA AMPLIFICADOR||622.20000|A||A|032020210|N|01
00475|002|000|LAMPARA PARA PROYECTO MULTIMEDIA(PANASONIC MOD. PT-LM1U-C||471.17640|A||A|032020220|N|01
00476|002|000|VIDEO CASSETTE MINI DVM X 60M||8.00000|A||A|032020230|N|01
00477|002|000|ABOCATH Nº20||.58820|A||A|033010010|S|01
00478|002|000|ABOCATH Nº24||.97930|A||A|033010020|S|01
00479|002|000|ACCESORIOS PARA PULIDO Y ACABADO DE RESINA X 120UND||36.94440|A||A|033010030|S|01
00480|002|000|ACIDO FOSFORICO 37% GEL GRABADOR JERINGA X 12G||9.40960|A||A|033010040|S|01
00481|002|000|AGUJA DENTAL DESCARTABLE CORTA 30GX1" X 100UND|UND|6.28540|A||A|033010050|S|01
00482|002|000|AGUJA DENTAL DESCARTABLE LARGA 27GX1 5/8" X 100UND|UND|5.64580|A||A|033010060|S|01
00483|002|000|AGUJA DENTAL DESCARTABLE CORTA 27GX1" X 100UND|UND|5.59640|A||A|033010070|S|01
00484|002|000|AGUJA DESCARTABLE Nº20GX1½" X 100UND||4.05910|A||A|033010080|S|01
00485|002|000|AGUJA DESCARTABLE Nº21GX1½" X 100UND||3.12390|A||A|033010090|S|01
00486|002|000|AGUJA MULTIPLE PARA EXTRACCION AL VACIO Nº21GX1" X 100UND||15.29840|A||A|033010100|S|01
00487|002|000|ALGODON ABSORBENTE X 100G||.77980|A||A|033010110|S|01
00488|002|000|ALGODON ABSORBENTE BOLSA X 250GR||2.09890|A||A|033010120|S|01
00489|002|000|ALGODON ABSORBENTE X 500G||3.35410|A||A|033010140|S|01
00490|002|000|ALVEOLOTOMO||159.18120|A||A|033010150|N|01
00491|002|000|AMALGAMA DENTAL DE PLATA X ONZA||10.85280|A||A|033010160|S|01
00492|002|000|AMALGAMA DENTAL X CAPSULA||.51000|A||A|033010170|S|01
00493|002|000|APOSITO ESTERIL DE 10 X 12 CM||1.87330|A||A|033010180|S|01
00494|002|000|ARCO DE YUNG PARA ADULTOS||2.96080|A||A|033010190|N|01
00495|002|000|ARCO DE YUNG PARA NIÑOS||1.17550|A||A|033010200|N|01
00496|002|000|ATACADOR PARA AMALGAMA||4.17610|A||A|033010210|N|01
00497|002|000|ATACADOR PARA CEMENTO GRANDE||2.18480|A||A|033010220|N|01
00498|002|000|BAJA LENGUAS DE MADERA X 500UND||3.86710|A||A|033010250|S|01
00499|002|000|BALDE DE ACERO INOXIDABLE CON TAPA X 20L                               ||11.91880|A||A|033010260|N|01
00500|002|000|BALON DE OXIGENO PORTATIL CON REGULADOR DE FLUJO Y HUMIDIFICADOR (VOLUMEN LLENO)||357.00000|A||A|033010270|N|01
00501|002|000|BANDEJA DE ACERO INOXIDABLE 30 CM X 20 CM||14.55800|A||A|033010290|N|01
00502|002|000|BOTADOR PATA DE CABRA DERECHO||36.51770|A||A|033010300|N|01
00503|002|000|BOTADOR PATA DE CABRA IZQUIERDO||36.51770|A||A|033010310|N|01
00504|002|000|BOTADOR ANGULADO DELGADO DERECHO||32.02800|A||A|033010320|N|01
00505|002|000|BOTADOR ANGULADO GRUESO DERECHO||36.52620|A||A|033010330|N|01
00506|002|000|BOTADOR ANGULADO MEDIANO DERECHO||36.27120|A||A|033010340|N|01
00507|002|000|BOTADOR RECTO DELGADO||35.70000|A||A|033010350|N|01
00508|002|000|BOTADOR RECTO GRUESO||35.70000|A||A|033010360|N|01
00509|002|000|BOTADOR RECTO MEDIANO||35.70000|A||A|033010370|N|01
00510|002|000|BRUÑIDOR P/AMALGAMA BIPOLAR GRANDE FORMA HUEVO||2.18480|A||A|033010380|N|01
00511|002|000|BRUÑIDOR P/AMALGAMA BIPOLAR MEDIANO FORMA HUEVO||1.56060|A||A|033010390|N|01
00512|002|000|BRUÑIDOR P/AMALGAMA BIPOLAR PEQUEÑO FORMA HUEVO||1.56060|A||A|033010400|N|01
00513|002|000|CAJA PARA ENDODONCIA DE ACERO QUIRURGICO||12.10100|A||A|033010410|N|01
00514|002|000|CAJA PARA REVELADO DE PLACAS RADIOGRAFICAS COLOR ROJO||14.05460|A||A|033010420|N|01
00515|002|000|CAUCHO PARA PULIR AMALGAMA A/V||1.87900|A||A|033010460|N|01
00516|002|000|CEMENTO QUIRURGICO (POLVO Y LIQUIDO)||10.96100|A||A|033010480|S|01
00517|002|000|CINTA DE ESTERILIZACION SENSIBLE A CALOR SECO ROLLO||29.47430|A||A|033010490|S|01
00518|002|000|CINTA MATRIZ METALICA 1/4" X 1 METRO||1.59180|A||A|033010510|N|01
00519|002|000|CLAMPS INFERIOR ANTERIOR PARA ADULTOS||8.77200|A||A|033010530|S|01
00520|002|000|CLAMPS INFERIOR ANTERIOR PARA NIÑOS||8.78230|A||A|033010540|S|01
00521|002|000|CLAMPS INFERIOR POSTERIOR PARA ADULTOS||9.13710|A||A|033010550|S|01
